власть:ленин:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,вещь:20 ,время:20 ,личность:20 ,миллион:20 ,сумма:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,голос:20
нож:человек:20 ,глаз:20 ,женщина:20 ,отец:20 ,раз:20 ,рука:20 ,сердце:20 ,меч:20 ,нога:20 ,убийца:20 ,рог:20 ,кинжал:20 ,время:19 ,друг:19 ,лицо:19 ,солдат:19 ,сторона:19 ,стена:19 ,парень:19 ,сила:19
ноздря:глаз:20 ,время:19 ,лицо:19 ,тело:19 ,ветер:19 ,грудь:19 ,воздух:19 ,человек:18 ,дело:18 ,мысль:18 ,губа:18 ,голова:18 ,запах:18 ,крыло:18 ,нос:18 ,слово:17 ,раз:17 ,спина:17 ,вода:17 ,рука:17
ноль:власть:20 ,очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,мнение:20 ,черта:20 ,девушка:20 ,зал:20 ,голос:20 ,вид:20 ,труд:20 ,брат:20 ,советник:20 ,войско:20 ,слово:20 ,царь:20
носитель:власть:20 ,значение:20 ,ленин:20 ,очередь:20 ,точка:20 ,хаос:20 ,кровь:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,черта:20 ,ум:20
носорог:время:20 ,лес:20 ,небо:20 ,лицо:20 ,ребенок:20 ,стена:20 ,мир:20 ,машина:20 ,город:20 ,земля:20 ,море:20 ,голова:20 ,дракон:20 ,власть:19 ,образ:19 ,человек:19 ,жизнь:19 ,девушка:19 ,вид:19 ,брат:19
обезьяна:власть:20 ,очередь:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,энергия:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,черта:20 ,миллион:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20
обидчик:человек:20 ,жизнь:20 ,время:20 ,брат:20 ,дело:20 ,день:20 ,люди:20 ,ребенок:20 ,товарищ:20 ,возможность:20 ,господин:20 ,отец:20 ,раз:20 ,хозяин:20 ,рука:20 ,враг:20 ,смерть:20 ,образ:19 ,небо:19 ,слово:19
облако:человек:20 ,жизнь:20 ,время:20 ,лес:20 ,зал:20 ,небо:20 ,слово:20 ,лицо:20 ,сторона:20 ,часть:20 ,стена:20 ,любовь:20 ,глаз:20 ,мрак:20 ,свет:20 ,сила:20 ,тело:20 ,темнота:20 ,час:20 ,дом:20
обман:власть:20 ,образ:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,сторона:20 ,возможность:20 ,женщина:20 ,сила:20 ,глава:20 ,мальчик:20 ,раз:20
обоз:пара:20 ,человек:20 ,время:20 ,девушка:20 ,лес:20 ,вид:20 ,труд:20 ,брат:20 ,небо:20 ,войско:20 ,слово:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,деревня:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20
обстрел:власть:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,письмо:20 ,вид:20 ,процесс:20 ,слово:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20
океан:год:20 ,день:20 ,люди:20 ,сторона:20 ,час:20 ,раз:20 ,вода:20 ,берег:20 ,река:20 ,ночь:20 ,море:20 ,конец:20 ,тысяча:20 ,течение:20 ,озеро:20 ,залив:20 ,очередь:19 ,точка:19 ,пара:19 ,человек:19
окоп:час:20 ,ночь:20 ,снег:20 ,глубина:20 ,траншея:20 ,пещера:20 ,человек:19 ,время:19 ,брат:19 ,дело:19 ,день:19 ,друг:19 ,люди:19 ,немец:19 ,ребенок:19 ,солдат:19 ,сторона:19 ,часть:19 ,стена:19 ,глаз:19
орбита:человек:20 ,лес:20 ,вид:20 ,слово:20 ,капитан:20 ,лицо:20 ,люди:20 ,сторона:20 ,часть:20 ,минута:20 ,стена:20 ,глаз:20 ,машина:20 ,свет:20 ,тело:20 ,темнота:20 ,господин:20 ,группа:20 ,дом:20 ,корабль:20
орда:образ:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,голос:20 ,вид:20 ,предел:20 ,небо:20 ,храм:20 ,войско:20 ,слово:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20
оса:слово:20 ,день:20 ,лицо:20 ,рука:20 ,грудь:20 ,нога:20 ,глаз:19 ,час:19 ,отец:19 ,раз:19 ,спина:19 ,ухо:19 ,голова:19 ,конь:19 ,муха:19 ,нос:19 ,человек:18 ,время:18 ,девушка:18 ,голос:18
особняк:пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,вид:20 ,брат:20 ,слово:20 ,царь:20 ,год:20 ,дело:20 ,день:20 ,деревня:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,немец:20
отвага:очередь:20 ,образ:20 ,человек:20 ,жизнь:20 ,время:20 ,ум:20 ,девушка:20 ,вид:20 ,брат:20 ,слово:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,народ:20
отсек:очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,голос:20 ,вид:20 ,предел:20 ,труд:20 ,брат:20 ,небо:20 ,советник:20 ,храм:20 ,дядя:20
отставка:власть:20 ,образ:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,девушка:20 ,письмо:20 ,вид:20 ,брат:20 ,слово:20 ,царь:20 ,армия:20 ,год:20 ,дело:20 ,день:20 ,лицо:20 ,люди:20 ,правительство:20 ,право:20
отход:пара:20 ,человек:20 ,время:20 ,девушка:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,ребенок:20 ,солдат:20 ,сторона:20 ,часть:20 ,станция:20 ,мир:20 ,дети:20 ,женщина:20 ,машина:20 ,свет:20 ,тело:20 ,группа:20
отчаяние:пара:20 ,человек:20 ,жизнь:20 ,время:20 ,голос:20 ,вид:20 ,брат:20 ,гнев:20 ,слово:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,народ:20 ,ребенок:20 ,солдат:20 ,сторона:20 ,минута:20
пар:человек:20 ,время:20 ,лес:20 ,небо:20 ,сторона:20 ,стена:20 ,дом:20 ,вода:20 ,берег:20 ,дорога:20 ,место:20 ,река:20 ,земля:20 ,ветер:20 ,комната:20 ,огонь:20 ,гора:20 ,дверь:20 ,край:20 ,окно:20
парламент:год:20 ,партия:20 ,президент:20 ,собрание:20 ,совет:20 ,член:20 ,раз:20 ,место:20 ,король:20 ,г.:20 ,сенат:20 ,штат:20 ,палата:20 ,власть:19 ,человек:19 ,время:19 ,дело:19 ,день:19 ,депутат:19 ,друг:19
паровоз:человек:20 ,сторона:20 ,машина:20 ,спина:20 ,ухо:20 ,голова:20 ,труба:20 ,вид:19 ,слово:19 ,солдат:19 ,минута:19 ,раз:19 ,меч:19 ,поезд:19 ,время:18 ,лес:18 ,зал:18 ,день:18 ,стена:18 ,парень:18
партнер:власть:20 ,значение:20 ,очередь:20 ,точка:20 ,образ:20 ,организм:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,среда:20 ,черта:20 ,миллион:20 ,ум:20
паук:человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,лес:20 ,вид:20 ,небо:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,стена:20 ,мир:20 ,глаз:20 ,дети:20 ,женщина:20 ,машина:20 ,парень:20 ,сила:20 ,существо:20
перевал:очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,голос:20 ,вид:20 ,труд:20 ,брат:20 ,войско:20 ,слово:20 ,царь:20 ,армия:20 ,год:20 ,дело:20 ,день:20
перепонка:часть:20 ,глаз:20 ,земля:20 ,ухо:20 ,нога:20 ,человек:19 ,время:19 ,слово:19 ,лицо:19 ,люди:19 ,сила:19 ,место:19 ,рука:19 ,конец:19 ,кожа:19 ,кровь:18 ,голос:18 ,небо:18 ,минута:18 ,стена:18
перерыв:власть:20 ,человек:20 ,жизнь:20 ,время:20 ,мнение:20 ,операция:20 ,брат:20 ,слово:20 ,царь:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,народ:20 ,немец:20 ,партия:20
периметр:пара:20 ,человек:20 ,время:20 ,лес:20 ,войско:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,солдат:20 ,сторона:20 ,часть:20 ,стена:20 ,машина:20 ,сила:20 ,существо:20 ,час:20 ,дом:20 ,корабль:20 ,раз:20
перл:время:20 ,друг:20 ,люди:20 ,народ:20 ,сторона:20 ,часть:20 ,мир:20 ,дом:20 ,раз:20 ,берег:20 ,город:20 ,место:20 ,река:20 ,земля:20 ,ночь:20 ,рука:20 ,голова:20 ,лес:19 ,небо:19 ,война:19
перо:время:20 ,мир:20 ,глаз:20 ,раз:20 ,рука:20 ,конец:20 ,палец:20 ,голова:20 ,ручка:20 ,человек:19 ,вещь:19 ,вид:19 ,слово:19 ,война:19 ,год:19 ,день:19 ,друг:19 ,люди:19 ,сторона:19 ,минута:19
пехота:очередь:20 ,пара:20 ,человек:20 ,время:20 ,лес:20 ,вид:20 ,войско:20 ,армия:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,немец:20 ,солдат:20 ,сторона:20 ,товарищ:20 ,часть:20 ,минута:20
пехотинец:пара:20 ,человек:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,основание:20 ,брат:20 ,стража:20 ,гнев:20 ,дядя:20 ,слово:20 ,царь:20 ,выход:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20
пик:образ:20 ,человек:20 ,время:20 ,лес:20 ,вид:20 ,небо:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,лицо:20 ,люди:20 ,сторона:20 ,часть:20 ,стена:20 ,мир:20 ,глаз:20 ,дети:20 ,женщина:20 ,машина:20
пират:власть:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,вещь:20 ,время:20 ,девушка:20 ,лес:20 ,письмо:20 ,голос:20 ,вид:20 ,основание:20 ,предел:20 ,труд:20 ,брат:20 ,небо:20
платформа:человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,вид:20 ,брат:20 ,небо:20 ,слово:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,немец:20 ,ребенок:20 ,солдат:20 ,сторона:20
плацдарм:власть:20 ,образ:20 ,время:20 ,войско:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,право:20 ,сторона:20 ,часть:20 ,мир:20 ,россия:20 ,сила:20 ,страна:20 ,дом:20 ,мысль:20 ,случай:20
пловец:очередь:20 ,пара:20 ,человек:20 ,жизнь:20 ,труд:20 ,год:20 ,день:20 ,люди:20 ,сторона:20 ,минута:20 ,свет:20 ,сила:20 ,темнота:20 ,час:20 ,корабль:20 ,отец:20 ,пространство:20 ,раз:20 ,случай:20 ,вода:20
плот:пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,ребенок:20 ,солдат:20 ,сторона:20 ,товарищ:20 ,часть:20 ,минута:20 ,глаз:20 ,женщина:20 ,машина:20
плоть:тело:20 ,сердце:20 ,душа:20 ,человек:19 ,время:19 ,слово:19 ,дело:19 ,лицо:19 ,люди:19 ,сторона:19 ,часть:19 ,глаз:19 ,имя:19 ,мысль:19 ,раз:19 ,земля:19 ,рука:19 ,дерево:19 ,камень:19 ,кожа:19
побережье:точка:20 ,пара:20 ,человек:20 ,время:20 ,вид:20 ,предел:20 ,брат:20 ,войско:20 ,слово:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,деревня:20 ,друг:20 ,капитан:20 ,люди:20 ,немец:20 ,партия:20
поверхность:точка:20 ,образ:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,голос:20 ,вид:20 ,труд:20 ,небо:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,сторона:20 ,минута:20 ,стена:20
повстанец:очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,голос:20 ,вид:20 ,небо:20 ,войско:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20
подготовка:власть:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,автор:20 ,вещь:20 ,время:20 ,мнение:20 ,миллион:20 ,девушка:20 ,письмо:20 ,голос:20 ,вид:20 ,наблюдение:20 ,операция:20 ,процесс:20 ,труд:20
поддержка:власть:20 ,ленин:20 ,человек:20 ,время:20 ,письмо:20 ,голос:20 ,труд:20 ,слово:20 ,война:20 ,выбор:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,правительство:20 ,представитель:20 ,свобода:20 ,совет:20 ,сторона:20
подлодка:время:20 ,война:20 ,год:20 ,день:20 ,люди:20 ,сторона:20 ,минута:20 ,стена:20 ,мир:20 ,неделя:20 ,сила:20 ,час:20 ,корабль:20 ,раз:20 ,ход:20 ,волна:20 ,вода:20 ,берег:20 ,место:20 ,река:20
подмышка:раз:20 ,рука:20 ,голова:20 ,нога:20 ,человек:19 ,лицо:19 ,глаз:19 ,господин:19 ,шея:19 ,ладонь:19 ,нос:19 ,время:18 ,дело:18 ,тело:18 ,мысль:18 ,спина:18 ,старик:18 ,конец:18 ,губа:18 ,палец:18
подразделение:очередь:20 ,человек:20 ,жизнь:20 ,автор:20 ,время:20 ,девушка:20 ,голос:20 ,вид:20 ,операция:20 ,производство:20 ,процесс:20 ,брат:20 ,войско:20 ,дядя:20 ,слово:20 ,царь:20 ,армия:20 ,большевик:20 ,война:20 ,год:20
подросток:власть:20 ,очередь:20 ,точка:20 ,хаос:20 ,кровь:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,энергия:20 ,материя:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,среда:20 ,черта:20
подход:власть:20 ,точка:20 ,образ:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,среда:20 ,ум:20 ,письмо:20 ,вид:20 ,основание:20 ,предел:20 ,процесс:20 ,труд:20 ,войско:20 ,слово:20
покров:образ:20 ,человек:20 ,время:20 ,друг:20 ,лицо:20 ,солдат:20 ,мир:20 ,глаз:20 ,тело:20 ,час:20 ,мальчик:20 ,город:20 ,место:20 ,момент:20 ,вечер:20 ,ночь:20 ,рука:20 ,память:20 ,конец:20 ,плечо:20
пола:время:20 ,девушка:20 ,вид:20 ,небо:20 ,год:20 ,дело:20 ,лицо:20 ,сторона:20 ,стена:20 ,женщина:20 ,машина:20 ,тело:20 ,глава:20 ,лист:20 ,спина:20 ,волна:20 ,место:20 ,земля:20 ,момент:20 ,ветер:20
полк:очередь:20 ,точка:20 ,человек:20 ,жизнь:20 ,автор:20 ,время:20 ,миллион:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,операция:20 ,предел:20 ,производство:20 ,процесс:20 ,брат:20 ,стража:20 ,войско:20
полка:власть:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,мнение:20 ,миллион:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,голос:20 ,вид:20 ,предел:20 ,труд:20
полуночь:человек:20 ,жизнь:20 ,время:20 ,труд:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,сторона:20 ,минута:20 ,стена:20 ,глаз:20 ,женщина:20 ,период:20 ,сила:20 ,час:20 ,глава:20 ,мальчик:20 ,работа:20 ,раз:20
полчище:жизнь:20 ,время:20 ,лес:20 ,вид:20 ,войско:20 ,слово:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,народ:20 ,солдат:20 ,сторона:20 ,часть:20 ,минута:20 ,стена:20 ,мир:20 ,женщина:20
помеха:власть:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,вид:20 ,брат:20 ,слово:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,народ:20 ,правительство:20 ,право:20
поселение:пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,вид:20 ,небо:20 ,храм:20 ,слово:20 ,война:20 ,выход:20 ,год:20 ,дело:20 ,день:20 ,деревня:20 ,друг:20 ,люди:20 ,народ:20 ,немец:20
поселок:власть:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,мнение:20 ,среда:20 ,черта:20 ,миллион:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20
посланник:власть:20 ,ленин:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,среда:20 ,черта:20 ,миллион:20 ,ум:20 ,девушка:20
пот:голова:20 ,нога:20 ,слеза:20 ,человек:19 ,время:19 ,лицо:19 ,глаз:19 ,тело:19 ,раз:19 ,спина:19 ,рука:19 ,кровь:18 ,слово:18 ,день:18 ,сторона:18 ,минута:18 ,стена:18 ,вода:18 ,место:18 ,земля:18
превосходство:власть:20 ,очередь:20 ,точка:20 ,образ:20 ,способность:20 ,человек:20 ,жизнь:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,ум:20 ,девушка:20 ,вид:20 ,процесс:20 ,слово:20 ,год:20 ,дело:20 ,день:20
предупреждение:человек:20 ,время:20 ,мнение:20 ,голос:20 ,небо:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,народ:20 ,минута:20 ,любовь:20 ,женщина:20 ,машина:20 ,сила:20 ,страна:20 ,господин:20
презрение:власть:20 ,образ:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,девушка:20 ,голос:20 ,вид:20 ,труд:20 ,брат:20 ,дядя:20 ,слово:20 ,царь:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20
преимущество:власть:20 ,очередь:20 ,точка:20 ,образ:20 ,способность:20 ,человек:20 ,энергия:20 ,жизнь:20 ,идея:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,черта:20 ,ум:20 ,девушка:20 ,письмо:20 ,голос:20 ,вид:20 ,операция:20
призрак:ленин:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,воображение:20 ,жизнь:20 ,идея:20 ,время:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,основание:20 ,предел:20 ,брат:20
прикрытие:власть:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,время:20 ,среда:20 ,миллион:20 ,вид:20 ,основание:20 ,труд:20 ,войско:20 ,слово:20 ,армия:20
принцесса:власть:20 ,очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,мнение:20 ,черта:20 ,девушка:20 ,письмо:20 ,як:20 ,вид:20 ,труд:20 ,тина:20 ,брат:20 ,небо:20 ,дядя:20 ,слово:20
пришелец:очередь:20 ,точка:20 ,хаос:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,черта:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,вид:20 ,труд:20 ,брат:20
пролом:кровь:20 ,жизнь:20 ,время:20 ,лес:20 ,зал:20 ,предел:20 ,небо:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,сторона:20 ,часть:20 ,стена:20 ,глаз:20 ,свет:20 ,тело:20 ,дом:20 ,потолок:20
проход:власть:20 ,очередь:20 ,образ:20 ,пара:20 ,человек:20 ,энергия:20 ,жизнь:20 ,идея:20 ,время:20 ,мнение:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,операция:20 ,основание:20 ,труд:20 ,брат:20 ,небо:20
прыгун:власть:20 ,ленин:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,среда:20 ,черта:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,вид:20 ,основание:20
пузырь:лицо:19 ,минута:19 ,глаз:19 ,вода:19 ,губа:19 ,голова:19 ,время:18 ,стена:18 ,спина:18 ,земля:18 ,ветер:18 ,рука:18 ,конец:18 ,грудь:18 ,нога:18 ,шар:18 ,нос:18 ,пузырек:18 ,образ:17 ,человек:17
пулемет:очередь:20 ,время:20 ,сторона:20 ,дом:20 ,автомат:20 ,слово:19 ,минута:19 ,машина:19 ,ответ:19 ,раз:19 ,момент:19 ,ночь:19 ,рука:19 ,лес:18 ,день:18 ,друг:18 ,стена:18 ,сила:18 ,час:18 ,корабль:18
пункт:власть:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,вещь:20 ,время:20 ,миллион:20 ,ум:20 ,девушка:20 ,лес:20 ,письмо:20 ,голос:20 ,вид:20 ,основание:20 ,труд:20 ,перевод:20
пустыня:жизнь:20 ,время:20 ,миллион:20 ,лес:20 ,зал:20 ,вид:20 ,предел:20 ,небо:20 ,год:20 ,день:20 ,сторона:20 ,часть:20 ,стена:20 ,юг:20 ,мир:20 ,глаз:20 ,планета:20 ,россия:20 ,свет:20 ,страна:20
путник:очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,мнение:20 ,среда:20 ,черта:20 ,миллион:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,процесс:20 ,труд:20 ,брат:20
пыл:время:19 ,гнев:19 ,страсть:19 ,чувство:18 ,вода:18 ,ветер:18 ,сердце:18 ,желание:18 ,кровь:17 ,слово:17 ,друг:17 ,лицо:17 ,любовь:17 ,мысль:17 ,человек:16 ,жизнь:16 ,вид:16 ,день:16 ,взгляд:16 ,раз:16
пятерка:власть:20 ,ленин:20 ,очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,девушка:20 ,письмо:20 ,вид:20 ,труд:20 ,брат:20 ,храм:20 ,дядя:20 ,слово:20 ,царь:20 ,армия:20 ,год:20
пятка:лицо:20 ,сторона:20 ,место:20 ,рука:20 ,палец:20 ,голова:20 ,нога:20 ,время:19 ,слово:19 ,минута:19 ,глаз:19 ,тело:19 ,час:19 ,раз:19 ,спина:19 ,вода:19 ,конец:19 ,грудь:19 ,ухо:19 ,шея:19
равнина:жизнь:20 ,время:20 ,лес:20 ,зал:20 ,вид:20 ,небо:20 ,день:20 ,сторона:20 ,часть:20 ,стена:20 ,юг:20 ,мир:20 ,глаз:20 ,свет:20 ,страна:20 ,глава:20 ,дом:20 ,корабль:20 ,пространство:20 ,волна:20
разведчик:власть:20 ,очередь:20 ,точка:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,девушка:20 ,письмо:20 ,вид:20 ,труд:20 ,брат:20 ,стража:20 ,дядя:20 ,слово:20 ,царь:20 ,выход:20 ,год:20 ,дело:20 ,день:20
разрушитель:власть:20 ,значение:20 ,очередь:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,энергия:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,мнение:20 ,миллион:20 ,ум:20 ,письмо:20 ,вид:20 ,операция:20 ,основание:20
ракета:точка:20 ,человек:20 ,время:20 ,небо:20 ,слово:20 ,день:20 ,капитан:20 ,люди:20 ,сторона:20 ,минута:20 ,глаз:20 ,космос:20 ,машина:20 ,сила:20 ,час:20 ,корабль:20 ,раз:20 ,волна:20 ,город:20 ,место:20
рама:очередь:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,слово:20 ,дело:20 ,день:20 ,люди:20 ,солдат:20 ,минута:20 ,мир:20 ,глаз:20 ,женщина:20 ,машина:20 ,сила:20 ,час:20 ,джон:20 ,дом:20 ,книга:20
расклад:власть:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,сумма:20 ,ум:20 ,девушка:20 ,лес:20 ,письмо:20 ,вид:20 ,операция:20
расспрос:человек:20 ,время:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,ребенок:20 ,сторона:20 ,вопрос:20 ,отец:20 ,раз:20 ,разговор:20 ,случай:20 ,пора:20 ,бог:20 ,жизнь:19 ,брат:19 ,друг:19 ,капитан:19
расстояние:точка:20 ,человек:20 ,жизнь:20 ,время:20 ,год:20 ,день:20 ,лицо:20 ,минута:20 ,стена:20 ,условие:20 ,возможность:20 ,глаз:20 ,сила:20 ,час:20 ,корабль:20 ,раз:20 ,случай:20 ,число:20 ,дорога:20 ,место:20
реактор:время:20 ,слово:20 ,дело:20 ,день:20 ,люди:20 ,солдат:20 ,стена:20 ,глаз:20 ,машина:20 ,мозг:20 ,сила:20 ,час:20 ,корабль:20 ,раз:20 ,случай:20 ,вода:20 ,рука:20 ,двигатель:20 ,огонь:20 ,голова:20
рейд:власть:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,вещь:20 ,время:20 ,мнение:20 ,девушка:20 ,лес:20 ,зал:20 ,вид:20 ,операция:20 ,труд:20 ,брат:20 ,слово:20 ,армия:20 ,война:20
рекс:власть:20 ,значение:20 ,очередь:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,мнение:20 ,черта:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,голос:20 ,вид:20
решимость:время:20 ,вид:20 ,люди:20 ,мир:20 ,сила:20 ,страх:20 ,человек:19 ,жизнь:19 ,минута:19 ,глаз:19 ,взгляд:19 ,дом:19 ,мысль:19 ,раз:19 ,чувство:19 ,дух:19 ,конец:19 ,бог:19 ,надежда:19 ,ум:18
